AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,67180,1.3,84.25,0.95,,,21.47,44650,1.1,10.8,13.17,16.31,23.79,37.56,22470,27400,33920,49490,78130,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,105490,1.4,132.283,1.05,,,19.35,40250,0.4,12.09,14.78,17.93,22.26,28.21,25140,30750,37290,46300,58670,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,5220,4.4,6.54,2.09,,,19.86,41310,3.3,11.94,13.46,16.7,22.1,30.17,24830,27990,34730,45970,62760,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,48520,1.9,60.848,1.48,,,23.86,49620,0.7,15.2,17.89,22.18,28.6,35.81,31610,37200,46140,59490,74480,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,36890,1.7,46.256,1.17,,,24.4,50750,0.7,14.43,17.78,22.82,29.38,36.13,30010,36970,47460,61110,75150,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,53990,1.4,67.702,1.15,,,20.67,42990,0.8,13.41,15.87,18.51,23.12,30.46,27890,33020,38510,48090,63350,,
16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,66650,1.4,83.583,0.91,,,20.2,42010,1,12.15,14.85,17.92,22.94,29.82,25260,30890,37280,47720,62020,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,5883920,0,1000,1,,,30.73,63930,0.7,13.64,16.52,22.83,37.03,53.36,28370,34360,47480,77030,110990,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,514390,1.9,87.422,1.31,,,61.7,128340,0.9,24.1,36.37,50.77,77.69,104.66,50130,75650,105600,161590,217700,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,391090,1.5,66.468,1.02,,,42.71,88850,1.1,21.03,27.9,37.27,49.31,65.29,43730,58030,77530,102560,135790,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,187150,1.8,31.806,0.94,,,48.37,100600,1.3,23.38,31.68,46.53,61.66,76.81,48620,65900,96780,128260,159770,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,80110,1.8,13.615,0.81,,,43.7,90900,0.6,24.57,31.33,39.95,50.99,63.44,51110,65160,83090,106070,131950,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,38340,3.4,6.516,0.73,,,42.15,87670,2.4,19.68,26.39,36.64,50.4,67.47,40930,54890,76220,104830,140330,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,81790,1.8,13.9,0.89,,,26.34,54790,0.7,16.54,18.69,23.2,30.73,39.95,34390,38870,48260,63920,83100,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,50820,2.5,8.637,1.05,,,60.24,125290,4.6,22.27,30.18,46.66,80.67,111.43,46310,62780,97050,167790,231780,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,357260,0.8,60.717,1.06,,,29.04,60410,0.6,13.96,17.8,25.71,37.31,48.35,29050,37010,53480,77600,100570,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,73250,1.9,12.449,0.89,,,34.27,71270,6.5,14.24,17.84,25.46,36.87,50.47,29620,37100,52950,76680,104970,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,362000,0.9,61.524,1.01,,,44.81,93210,0.9,18.57,27.57,36.85,47.95,66.06,38630,57340,76650,99730,137400,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,218390,1.3,37.116,0.81,,,17.69,36790,0.5,14,15.05,16.3,18.36,22.7,29120,31300,33910,38190,47220,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,142530,1.5,24.224,1.04,,,29.23,60790,0.8,13.93,17.07,24.91,39.9,48.76,28970,35500,51820,82990,101430,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,454770,0.9,77.291,0.91,,,15.68,32610,0.7,12,13,13.94,17,20.97,24960,27040,29000,35360,43620,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,168880,1.8,28.702,0.98,,,17.79,36990,0.6,13.1,14.2,16.89,19.37,23.4,27260,29530,35130,40290,48670,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,100520,2.8,17.084,0.89,,,18.44,38360,2.6,12,13.25,15.45,20.91,28.88,24960,27550,32140,43500,60080,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,486390,0.9,82.665,0.93,,,25.01,52030,2.1,12.63,13.9,17.11,28.04,44,26260,28900,35580,58310,91510,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,746560,0.7,126.881,1,,,22.54,46880,0.5,14.03,16.99,20.75,26.44,33.56,29180,35340,43170,55000,69810,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,6390,9.7,1.086,0.35,,,20.32,42260,1.9,13.74,15.62,18.34,22.91,29.1,28590,32500,38150,47650,60530,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,176280,1.3,29.959,0.73,,,35.7,74260,1.4,18.08,23.17,35.9,47.74,52.36,37600,48200,74670,99300,108910,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,205740,1.5,34.967,0.89,,,27.77,57760,0.5,15.13,18.74,24.83,34.28,43.98,31470,38970,51640,71300,91480,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,409860,0.8,69.658,1.18,,,21.81,45360,0.4,14.15,16.59,19.11,24.43,32.01,29430,34520,39750,50820,66580,,
17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,631420,1.8,107.312,1.17,,,21.89,45530,0.4,13.51,15,18.43,23.87,32.9,28100,31200,38340,49640,68430,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,3089640,0,1000,1,,,25.72,53500,0.5,11.93,14.96,20.24,29.78,42.4,24810,31110,42100,61940,88190,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,156550,0.8,50.669,0.76,,,53.57,111420,0.9,22.69,30.96,45.92,63.32,88.39,47190,64400,95510,131700,183840,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,145980,0.8,47.247,0.72,,,35.69,74230,0.8,18.31,23.51,31.03,41.47,55.51,38080,48910,64550,86260,115460,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,63510,1.8,20.556,0.61,,,38.88,80870,1.1,19.29,25.81,36.77,48.9,62.06,40120,53690,76490,101700,129080,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,47080,1,15.237,0.91,,,39.07,81260,0.8,22.6,29.06,37.4,47.71,59.99,47000,60440,77800,99230,124770,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,22060,3.7,7.141,0.8,,,33.89,70480,2,18.6,23.1,30.15,39.25,52.93,38700,48050,62710,81650,110090,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,45750,1.6,14.808,0.95,,,23.03,47900,0.7,14.91,17.53,21.46,27.27,34.31,31010,36470,44630,56720,71370,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,17410,2,5.634,0.68,,,48.81,101530,3.7,17.95,22.86,37.71,64.33,94.87,37330,47560,78430,133810,197330,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,154570,0.7,50.029,0.87,,,26.48,55080,0.6,12.7,16.3,23.02,30.31,40.41,26410,33900,47880,63040,84060,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,32650,1.8,10.567,0.76,,,28.19,58630,1.4,12.89,15.42,21.1,29.32,40.51,26800,32080,43890,60990,84270,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,194440,0.5,62.932,1.03,,,45.43,94490,2,17.6,24.35,32.09,45.71,76.68,36600,50650,66760,95080,159500,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,112170,0.9,36.305,0.79,,,16.73,34800,0.4,11.84,13.72,15.69,18.43,22.29,24620,28530,32640,38330,46360,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,59110,1.4,19.133,0.82,,,23.02,47880,0.7,12.77,15.51,21.38,29.41,36.7,26570,32250,44460,61180,76330,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,270610,0.6,87.588,1.04,,,13.42,27900,0.6,8.88,10.58,12.93,14.74,17.95,18480,22000,26900,30660,37330,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,85130,1.2,27.554,0.94,,,16.06,33400,0.7,11.2,13.26,15,17.93,21.48,23290,27580,31200,37300,44680,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,50670,1.6,16.399,0.86,,,15.16,31530,1,9.69,10.94,13.54,17.06,23.09,20150,22750,28160,35490,48030,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,271440,1,87.856,0.99,,,21.83,45400,0.7,10.59,12.48,15.58,24.17,40.19,22020,25950,32400,50270,83590,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,356560,0.6,115.404,0.91,,,20.45,42540,0.2,13.42,15.56,18.67,23.31,29.84,27900,32360,38840,48480,62060,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,3780,6,1.223,0.39,,,18.5,38490,1.8,11.63,14.45,17.71,22.1,24.58,24200,30050,36840,45960,51130,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,128330,0.8,41.537,1.01,,,27.92,58070,0.5,16.98,20.41,26.11,35.37,40.7,35320,42440,54310,73570,84650,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,143440,0.9,46.426,1.18,,,26.21,54510,0.4,15.16,18.71,24,30.95,38.3,31530,38920,49920,64380,79670,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,365380,0.5,118.261,2,,,22.18,46130,0.4,14.5,17.08,19.79,24.95,31.65,30160,35530,41160,51900,65840,,
18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,363020,0.7,117.495,1.28,,,20.21,42040,0.5,12.72,15.02,18.25,22.84,29.71,26460,31240,37970,47510,61790,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1520480,0,1000,1,,,25.73,53520,0.3,12.01,15.17,21.32,29.95,42.64,24970,31550,44350,62300,88700,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,98240,0.7,64.611,0.97,,,50.03,104060,1.1,21.48,30.1,44.19,61.74,81.61,44670,62610,91920,128430,169750,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,85900,0.8,56.494,0.86,,,35.62,74080,0.4,20.05,24.53,31.36,40.87,52.07,41700,51020,65230,85010,108310,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,38820,2.3,25.531,0.75,,,42.41,88210,1.3,22.31,29.53,39.97,51.49,64.12,46400,61420,83140,107100,133370,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,22620,1.9,14.877,0.89,,,39.36,81880,0.7,23.72,29.76,38.04,47.69,58.41,49340,61890,79120,99200,121490,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,13690,2.3,9.001,1.01,,,32.74,68090,1,18.62,23.62,29.67,38.15,49.6,38730,49120,61720,79350,103170,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,20420,1.7,13.433,0.86,,,24.47,50900,1.2,14.84,17.97,22.78,29.61,36.78,30860,37380,47370,61590,76510,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,7700,3.3,5.062,0.62,,,41.69,86720,2.3,18.97,23.72,31.32,50.61,78.15,39460,49340,65150,105280,162550,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,102550,0.7,67.449,1.17,,,25.2,52420,0.9,11.62,14.81,22.68,30.21,38.64,24180,30810,47170,62840,80370,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,19680,2.2,12.944,0.93,,,25.78,53630,1.7,11.62,15.48,21.71,29.68,40.91,24160,32190,45150,61740,85090,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,89930,0.7,59.143,0.97,,,40.07,83350,1,18,24.31,30.8,38.9,61.91,37440,50560,64070,80910,128780,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,59900,1.1,39.394,0.86,,,17.2,35770,0.4,13.23,14.62,16.64,18.58,22.55,27520,30420,34620,38650,46900,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,22700,1.8,14.931,0.64,,,24.58,51120,0.8,11.84,16.25,22.66,30.47,39.11,24630,33800,47140,63380,81360,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,118950,0.8,78.235,0.92,,,13.5,28090,0.8,8.75,10.54,13.16,15,17.84,18200,21920,27370,31200,37110,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,46690,1.3,30.706,1.05,,,16.34,33990,0.5,11.18,13.38,15.54,18.4,21.89,23250,27820,32320,38270,45530,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,29590,2.1,19.462,1.02,,,14.91,31020,1.1,9.35,10.67,13.2,16.86,23.26,19440,22200,27460,35060,48380,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,137500,0.8,90.43,1.01,,,20.77,43210,0.9,10.7,12.52,14.73,22.86,37.71,22260,26040,30630,47560,78430,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,180200,0.8,118.512,0.94,,,20.75,43150,0.2,13.42,16.04,19.14,23.73,29.84,27910,33350,39800,49360,62070,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,5640,4.9,3.707,1.19,,,20.03,41670,2,13.53,15.27,18.91,22.94,27.39,28140,31760,39340,47720,56980,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,70150,1.1,46.138,1.12,,,26.35,54810,0.6,17.49,19.97,24.07,30.63,38.13,36380,41540,50070,63700,79310,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,65880,1,43.329,1.1,,,25.87,53820,0.5,15.29,18.92,24.14,30.22,37.74,31800,39340,50210,62860,78500,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,135370,0.6,89.029,1.51,,,21.34,44380,0.3,14.43,17.3,20.09,24.01,29.4,30010,35990,41800,49940,61150,,
19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,148370,0.9,97.582,1.06,,,20.88,43430,0.6,12.9,15.43,19.01,23.56,30.01,26830,32090,39550,49010,62410,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1380420,0,1000,1,,,25.41,52850,0.3,11.23,14.5,20.13,29.9,44.69,23360,30160,41870,62190,92960,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,70980,0.7,51.42,0.77,,,53.11,110480,0.6,22.74,31.93,47.32,64.27,86.65,47300,66410,98420,133680,180240,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,84200,1.3,60.996,0.93,,,35.52,73880,0.7,18.83,23.99,31.29,42.5,55.21,39160,49900,65080,88400,114840,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,40260,2.6,29.162,0.86,,,42.31,88000,1.8,21.59,28.15,39.18,51.81,65.51,44910,58560,81500,107760,136270,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,23530,1.9,17.047,1.02,,,40.19,83600,0.8,22.78,29.14,37.89,48.66,62.76,47380,60610,78810,101220,130540,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,11440,2.6,8.284,0.93,,,32.44,67470,1.2,17.67,22.54,29.31,38.78,50.48,36760,46890,60970,80660,105000,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,18530,2.6,13.424,0.86,,,22.84,47510,0.7,14.64,17.7,21.71,27.56,32.86,30440,36810,45160,57320,68350,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,8290,5,6.004,0.73,,,43.49,90450,3.3,18.36,23.68,35.06,51.02,79.77,38180,49250,72930,106130,165920,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,88650,1.3,64.223,1.12,,,23.96,49840,0.9,11.59,14.67,22.91,29.31,37.49,24100,30510,47650,60960,77980,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16680,2.4,12.086,0.87,,,25.69,53440,2.2,10.57,14.96,21.41,30.38,41.45,21990,31110,44540,63190,86220,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,87640,1,63.485,1.04,,,39.74,82660,1.7,17.25,23.55,31.04,40.51,62.74,35890,48990,64570,84250,130500,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,62380,1.6,45.186,0.98,,,15.17,31550,0.6,10.63,12.03,14.33,17.22,21.03,22100,25030,29800,35820,43730,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,27090,1.5,19.623,0.84,,,22.4,46600,0.8,12.58,15.35,20.3,27.11,36.05,26160,31920,42230,56390,74980,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,112870,0.9,81.762,0.97,,,13.5,28080,0.8,9.04,10.44,12.82,14.73,18.23,18800,21720,26660,30640,37910,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,39550,1.3,28.653,0.98,,,15.57,32380,0.7,10.7,12.35,14.45,17.78,21.42,22260,25680,30060,36990,44560,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,27530,2,19.944,1.04,,,14.58,30330,1,9.16,10.41,12.76,16.74,22.74,19050,21650,26530,34820,47290,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,121370,1,87.924,0.99,,,23.12,48080,1.7,10.45,12.18,15.79,27.2,45.89,21740,25320,32850,56580,95450,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,178820,0.8,129.544,1.03,,,19.6,40770,0.3,12.61,14.78,18.11,22.74,29.07,26240,30740,37680,47290,60470,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,3660,5.2,2.654,0.85,,,18.27,38010,1.6,11.34,14.5,16.91,20.47,26.53,23580,30170,35170,42580,55190,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,57160,1.8,41.407,1.01,,,25.02,52040,0.8,15.15,18.21,22.97,29.61,38.04,31500,37870,47780,61590,79120,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,59210,1.5,42.891,1.09,,,25.59,53220,0.6,14.78,18.24,23.45,30.64,38.86,30730,37930,48770,63740,80830,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,109790,0.8,79.534,1.35,,,21.96,45670,0.4,13.8,16.61,19.38,25.09,32.01,28700,34540,40310,52190,66580,,
20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,130790,1,94.748,1.03,,,20.25,42120,0.6,12.08,14.86,18.51,23.11,30.21,25130,30900,38490,48060,62840,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1899390,0,1000,1,,,24.76,51490,0.3,11.05,14.29,19.32,28.97,40.28,22980,29730,40180,60260,83790,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,111880,0.9,58.904,0.88,,,49.06,102050,1.2,20.57,28.54,40.37,60.27,82.95,42780,59360,83970,125360,172540,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,83620,1.3,44.026,0.67,,,35.43,73700,1,18.78,23.82,30.66,40.2,52.45,39060,49550,63780,83620,109100,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,38610,3.5,20.325,0.6,,,38.69,80470,1.1,20.44,25.36,36.11,48.18,62.08,42520,52750,75110,100220,129120,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,26860,1.7,14.141,0.84,,,36.56,76040,1.1,19.23,24.61,35,46.13,57.89,39990,51200,72810,95960,120400,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,13080,1.9,6.889,0.78,,,31.36,65240,1.2,17.61,22.1,28.94,38.15,48.93,36630,45970,60200,79350,101770,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,30670,2.3,16.148,1.03,,,23.19,48230,1,14.07,16.84,21.53,28.64,35.31,29270,35020,44780,59570,73450,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,10240,3.2,5.39,0.66,,,39.53,82220,2.6,18.4,22.84,30.32,49.23,67.89,38280,47510,63060,102400,141200,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,95060,0.4,50.047,0.87,,,25.43,52890,0.6,13.06,18.51,24.16,29.69,37.92,27160,38500,50240,61760,78870,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16500,2.2,8.685,0.62,,,24.7,51370,2.5,12.37,15.12,21,29.71,39.41,25740,31450,43680,61790,81980,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,134630,1.3,70.88,1.16,,,40.45,84140,1.3,16.84,22.87,31.03,40.98,63.95,35030,47570,64540,85240,133020,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,69570,1.2,36.625,0.8,,,16.31,33930,0.5,10.89,13.23,15.66,17.96,21.78,22650,27520,32570,37350,45290,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,38640,2.6,20.341,0.88,,,19.19,39920,1,10.78,13.45,16.74,22.73,30.14,22420,27970,34820,47270,62690,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,164770,0.9,86.75,1.03,,,12.91,26840,0.8,8.64,10.07,11.67,14.22,17.7,17980,20940,24270,29580,36810,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,49710,1.2,26.173,0.9,,,14.83,30850,0.5,10.47,11.77,14.03,16.56,19.89,21780,24490,29180,34440,41380,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,36960,1.8,19.461,1.01,,,14.19,29520,0.9,9,10.5,13.18,15.97,21.57,18720,21840,27420,33220,44870,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,163160,1.1,85.903,0.96,,,20.01,41610,1.2,9.76,11.31,14.33,22.01,35.46,20310,23530,29800,45780,73760,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,244890,0.9,128.933,1.02,,,19.56,40680,0.4,12.13,14.59,17.99,22.67,29.19,25230,30340,37420,47160,60720,,
21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,3030,6.6,1.593,0.51,,,17.41,36210,2.6,11.18,13.44,15.94,20.5,25.78,23250,27950,33160,42650,53630,,
